lfcc_mediana_1,lfcc_std_1,lfcc_mediana_2,lfcc_std_2,lfcc_mediana_3,lfcc_std_3,lfcc_mediana_4,lfcc_std_4,lfcc_mediana_5,lfcc_std_5,lfcc_mediana_6,lfcc_std_6,lfcc_mediana_7,lfcc_std_7,lfcc_mediana_8,lfcc_std_8,lfcc_mediana_9,lfcc_std_9,lfcc_mediana_10,lfcc_std_10,lfcc_mediana_11,lfcc_std_11,lfcc_mediana_12,lfcc_std_12,anon_id,label,split
-13.526491320901897,10.896036092678024,5.024020169710141,3.99371419128053,3.4215408008557535,2.482601572900979,2.491749522304316,2.0733691473390268,1.3360569758396519,1.594486140091488,0.8364588123140115,1.470454667900774,0.13887320305744694,1.4051946868909604,0.3862581479261895,1.1981163302731699,-0.0699451009736128,0.9311843806897023,0.5225189062319482,0.7855133046434061,0.05857955701949205,0.6849149279973586,0.2704863672988914,0.5922356978109506,call_0181ce113ebe,1,train
-12.56374689811519,16.21155891369362,4.933856850858922,4.124078020260315,1.730354571562614,2.50575796225304,1.8167059638653802,2.6407132039124455,0.8137420950478829,1.6759569121592577,1.5412925532269488,1.6197668418589177,0.15928504682682523,1.5278636380343649,0.48784524493502385,1.39380118801221,0.0433636044627621,1.0494023617058073,0.1938350206618462,0.859143508734416,0.007082379197436143,0.644821446155578,0.16183803304168384,0.5879773712026052,call_018c9d3823ac,1,train
-12.260406690202805,11.894152176152721,7.281224643115876,3.977753665941016,2.533725517411806,2.796446382888735,3.3241303375420523,2.8175780854735972,0.7727943750968831,1.6833165031571544,0.5117719830273397,1.681252081819166,-0.07525755902579724,1.7393363609387538,0.2345367657737808,1.162597933687125,-0.3196532729578755,0.9333812738461144,0.38850385955336386,0.8153139157304614,-0.09569557615078667,0.6488101503696759,-0.01129080379805282,0.6152456722510107,call_01bf49059daf,1,train
-4.007706257856155,16.38324036329189,5.061803712113958,4.784531354428503,3.491282783976592,3.679321221671662,2.470823453953308,2.677726162872754,-0.16400556291483956,1.9620005109837402,0.2704886168725185,1.8018801404006333,-1.2168791057936095,1.3839836005104054,-0.011407582910051933,1.1192271958478766,-0.9034653471193461,0.9977586721708054,-0.0722009925236308,0.856165339009729,-0.4523701454849121,0.7274339570168107,-0.06551068622490999,0.7050877847419538,call_01c3806808d6,1,train
-7.225535973790547,13.034998025987466,5.254237397927578,4.677643467446788,0.25089637240530704,3.4103701613799635,2.2193470671907343,3.00209660325012,-0.04731757404904274,2.1913800157180345,1.1316418935729875,1.8350072850200394,0.7495502631875461,1.43958006518108,0.26698653067888944,1.389407925778497,0.19730596698221536,1.3639795480187875,0.37331082272939026,0.9760232427494744,0.009933228885990072,0.7763991181193665,0.17539641406612638,0.7049667464781671,call_0294f969f98b,1,val
-15.045321356458057,11.708127481978064,5.234132410479356,4.62264268985239,1.2344093438526604,2.374115787757499,3.303755307668757,1.7856032408178233,1.3672278922141636,1.69411135863236,1.2388822896286815,1.5043803800702715,1.3160468256441273,1.4673327065264166,1.03784574517559,1.262548391563363,0.2847042962953876,1.0967261594844004,0.5714749181148272,0.9450542974427011,0.14368747641819163,0.8240821170705,0.24431931635049714,0.644749671893322,call_02c249d2f89d,1,train
-11.486728814653903,13.75929569342618,6.60537804021912,4.654791659104757,1.2981464053560723,2.814525299211134,3.4998666023000347,2.785774461069199,0.5230168971685196,1.9537762174193096,1.1453143709707385,1.7553073148413592,-0.3139948295741286,1.7179878828193773,0.015418035789138695,1.2925300096128205,-0.3697202066836222,1.053022116590686,0.05237762853060454,0.8294608477047177,-0.14385250989901996,0.7672204178124614,-0.017367484368753017,0.655799001722661,call_02d28871d7b3,1,train
-15.73249172250575,11.320555277801786,5.89569900677914,3.925328116409701,3.2301789034587585,2.574270311631476,1.9100304536968835,2.129620831747374,1.1754820740581347,1.753564759356887,0.7749919464548921,1.4262983732453727,0.09749185847612465,1.3632693612654472,0.272748274640926,1.2649077522217047,-0.11322729667360792,0.9840139716138674,0.481442975959368,0.8118612803557171,-0.01529205180795682,0.6841713613102866,0.24252616599486104,0.5940132215898127,call_03680846967f,1,train
-10.897168251398098,9.661607681994317,11.143867672830565,3.3656367899004933,1.7953120157256586,2.345904695741701,1.7972894983127476,1.6941921881792958,0.763779415453629,1.5571857522180947,0.46383161908120313,1.318567364516775,1.6959261720925178,1.2156992017277635,1.2206426140074444,1.0779696697409438,0.6531037360582802,0.9192488480274518,0.6033549234100126,0.7998122535173224,0.3689331189038822,0.651121558540374,0.2564951943793242,0.5617203140669116,call_04d682ac0cef,0,train
-8.550247973247041,11.909692684427046,6.415806090778074,4.467019818894234,0.3271525639853559,2.735057038448943,2.0795945598807246,2.739271997446337,0.4153181399069961,1.5511232641217216,1.4376858207696528,1.6047602681353503,0.2639936414093904,1.4773854045916939,0.4903624142146028,1.2537521045484792,0.19479827780640527,0.9176002764317602,0.2830922741872909,0.80517895318319,0.05236764571423432,0.6955330004100654,0.2591578659530115,0.5532968219369842,call_05d6615469e1,1,train
-26.96152980125243,30.85505137718149,4.937317364217187,4.409542886503047,0.6900116121054176,2.9187258645045295,1.3250459736379885,2.6842295900939885,1.005758526089855,1.999876438112308,0.8111458585117135,1.6034557731925367,0.3694107382704407,1.3879853333720615,0.3254639058334688,1.2854140867137758,0.2774369919057398,1.0534822080348283,0.29801327973863034,1.0186799583858241,0.019433678351764856,0.7431358792803375,0.05132909901030948,0.8187434044145724,call_0615c3630150,0,train
-1.117244566792396,8.609626769357874,5.931877508669668,3.581451212603559,0.46084298009547453,2.817595552524738,3.2009542141771736,2.5600672914527878,0.19634501149369424,2.1594227355925595,1.8305337051854425,1.8542255073114156,0.21471558446417352,1.526126267430483,0.3590266957648278,1.432150067222191,0.6723482726905498,1.2359892486257087,0.32574407466276056,0.8755180154185802,-0.09742465198357088,0.786038865536119,0.0657610222138145,0.6265246992565233,call_064d8dd77899,1,train
-9.404713558762458,13.650996479954642,6.1854478503965815,4.759723516935198,0.33750048497142077,2.797432401986285,2.1945155008950374,2.952399574530352,0.3874408974354422,1.6402755907271982,1.318125187898633,1.892070839846631,0.16180009699476508,1.6033373776882256,0.43573071498745275,1.3496444827656973,0.053734911446724216,1.029073872001746,0.2926451033505307,0.8593856671942974,0.09111045846695963,0.6954715149146854,0.17820471830885118,0.609325110696353,call_06b5a78ea12e,1,train
-7.815948830388549,12.896106814387108,5.322571998178454,3.855242023514321,1.9932387499592457,2.6914608949740204,2.9650357733156385,3.3759556446442494,1.2751676574870539,1.9521293868243224,1.8020355916527953,1.7240983347011556,-0.2643226298602509,1.7868405859989784,0.6994149324813357,1.3825532346452496,-0.34506324740397476,1.0692808188969614,-0.05621498859833368,0.9614930945652599,-0.3426065214511132,0.7263675227556641,0.0038072078552943145,0.6607936354709698,call_0847d7417bb1,1,val
-25.57673162211159,17.072395250263426,4.684997481094158,4.60177508395815,0.6816280715083938,2.599216484735114,1.0475899900184424,3.0546770467392483,0.9027256569541136,2.101622861834965,0.7223055171001188,1.6198753539546933,0.21850807935562055,1.4703894403421847,0.3527251131535625,1.1397080366453884,0.2781578954434727,0.9925744510978981,0.22642032189655908,0.7982207899004382,-0.05050465850797385,0.7385568807770296,0.02877888960937583,0.7028333777658309,call_092aef8d1243,0,train
-2.6681005769500645,15.424613853462692,2.3937611246914923,4.439810802257336,2.4904930352891315,3.0687080404368987,1.975482828635106,3.0665936506307783,0.4162581444100367,2.0242389768484146,1.411531895458487,1.8497319714162999,-0.16812712168205762,1.5322741558225523,0.39532774908983415,1.3072364033942856,-0.25872668405757726,1.0927419119685653,0.323142425088225,0.8514868584731325,-0.1794719607717744,0.7234567442185187,0.09432368505953953,0.663125784667246,call_098d8081babe,1,train
-15.848017175736215,11.928510943034283,5.252472010609883,4.362039408644831,1.1937966011107188,2.4597078202326674,3.5565020328713475,1.8202679732346343,1.395040905435932,1.6689530710792226,1.357355260278336,1.4689425140057073,1.3398100349723607,1.394222972986114,1.0353265628491526,1.2330347781264779,0.29798737721050383,1.0794580025808587,0.7836965088482564,0.9514891268907165,0.24496215157623072,0.7865422977123039,0.2573063037060809,0.6414168370190214,call_099dffdf8486,1,train
-6.755055339059848,13.4108003180999,3.6642861214207083,4.055104415767683,1.700342772783391,3.303586280558006,1.7785412234069418,2.683244058500089,1.6740477718188476,1.8877294745544364,2.331871340081721,1.6197929083250944,1.1376407501146613,1.3827176738231488,0.4668765068619418,1.1414468889120983,0.540040905487527,0.9608684013849337,0.6162929062221546,0.7817664998785279,0.19285049834060516,0.6365573915962005,-0.008188693154524446,0.5639916636054743,call_0a9c546208d1,0,train
-11.37214024270681,14.079684997751324,5.6219908348626175,4.005537471150845,1.1973990497567453,2.736238853295317,1.8744700755240327,2.3285972760950906,1.2178976151557408,1.8760001294297581,0.8600370299855586,1.4799782804994348,0.6645227356227195,1.4675506476288738,0.7557887494348068,1.1365919485490548,0.3266163844583347,0.9471594999634674,0.21178643233052263,0.7511252887892753,0.27764379064730027,0.6414603687963034,0.11402994514479681,0.5347450506554866,call_0ab7d2a0c0f5,0,train
-9.09917426125615,11.609521739453172,5.622898797247438,4.327597495497855,2.5545724944510813,2.759218513123303,2.546633712922263,2.914100327185392,0.7644758823752744,1.525789240900732,1.9791183797288854,1.4877394375659083,-0.03224463244866198,1.519126274759135,0.5748863019223887,1.133660588990949,-0.11285387350449866,0.9186436377511,0.18355712403088326,0.7554949079949103,-0.17615578120962455,0.6191172436284096,-0.08576496070637607,0.5883564595820849,call_0cf2f4a71328,1,val
