anon_id,label,split,lfcc_mediana_1,lfcc_std_1,lfcc_mediana_2,lfcc_std_2,lfcc_mediana_3,lfcc_std_3,lfcc_mediana_4,lfcc_std_4,lfcc_mediana_5,lfcc_std_5,lfcc_mediana_6,lfcc_std_6,lfcc_mediana_7,lfcc_std_7,lfcc_mediana_8,lfcc_std_8,lfcc_mediana_9,lfcc_std_9,lfcc_mediana_10,lfcc_std_10,lfcc_mediana_11,lfcc_std_11,lfcc_mediana_12,lfcc_std_12,cpp,inclinacion_espectral,vocoder_periodicity_peak,latencia_mediana,latencia_varianza,latencia_cv,pct_respuestas_cortas
call_0615c3630150,human,train,8.020743429266439,5.424363361646494,-0.7583912733085729,3.210089980342899,2.647325018274556,3.132686429873665,1.4675331084284058,2.482852381309182,0.9343867636196059,1.9710982924651244,0.6533991452010173,1.6730822612668554,0.4639712010095073,1.5395318979296446,0.23224396950377837,1.3424688074718973,0.25667031020523345,1.0963782911151405,-0.1393363236972819,0.9398619138891768,-0.09031793742864302,0.8544949647316121,-0.2626156471538842,0.7389037963646111,0.3262018172934756,12.684557022711338,136.58076982900693,-0.8000000000000078,2.3617536000000006,,75.0
call_064d8dd77899,synthetic,train,5.972398201178308,3.688017185066337,0.36259800001172127,2.9127238065304963,3.1826624493518527,2.647011475272279,0.015386354235427196,2.2101766482276166,1.7662344418513838,1.971856961317883,0.19533603429109592,1.6479470170871438,0.32979369191697255,1.5275337655478936,0.6343048870341896,1.3323867991604363,0.32625846368322997,0.9657358652265846,-0.08561952002920833,0.8750116680425413,0.06261082335593253,0.713544233259614,-0.24161625009926124,0.5896185218916127,0.22973829774716267,13.744044013398444,85.13800031730908,-5.824,0.0,,100.0
call_06b5a78ea12e,synthetic,train,7.36034622958822,4.560254482705991,0.45129676281074027,3.085228149455265,2.974804678438254,3.01363177167898,0.2885580264561506,1.7993533688320313,1.7583814237653308,2.0405234653763573,0.38945750728015394,1.830007543321527,0.5123033100681729,1.5327472904083084,-0.0010811065799420788,1.1923389265015036,0.3776885019989903,0.9868642059535551,0.15167968428577533,0.8027023966872516,0.18919490301746308,0.7015663375229645,0.0445912614829245,0.6847112939205588,0.391832459155186,16.654612330059038,67.79007419213318,-0.28800000000000026,1.8978133333333311,,58.333333333333336
call_0847d7417bb1,synthetic,val,5.921441564735452,4.096187126250365,2.390677429444283,2.9891534662406913,3.2558583714401044,3.6627664604082657,1.2404381112216143,2.1608619619431493,2.148747335620257,1.9651368071507276,-0.30534455573689856,2.018097334216045,0.8088240608506481,1.530740963596706,-0.4392804089045303,1.2362358816006345,-0.08204526774799284,1.1058180455687985,-0.4174502886396873,0.8440920186583888,-0.035469726299363166,0.7654712906041318,-0.20837813180811302,0.6812901647202833,0.4069026696012199,16.86264856205939,31.1391026548244,1.6000000000000014,1.5382755555555565,0.7751702321999266,25.0
call_092aef8d1243,human,train,8.41297105899757,5.430013606668276,-0.13870627306821118,3.251185647004603,2.2088560994069297,3.8699394526732434,0.9513673322453304,2.636077330167413,0.5045606945687555,2.062200731886411,0.4629688669490583,1.8774337669648413,0.5713613964560549,1.4323995612447573,0.2808652866175657,1.2824525055169829,0.12305236469555803,1.0230407715847407,-0.15985867373153767,0.9236075642012392,-0.15653147474126966,0.8264237102793598,-0.2699490999460466,0.7045346071461419,0.30830039488479843,14.8210518175146,156.28946461732605,-1.024000000000001,1.1930226938775501,,90.47619047619048
call_098d8081babe,synthetic,train,2.6351782355348354,4.6676281140709515,3.1013424759270105,3.2398342573988086,2.3011161032239524,3.2640585144107495,0.2874259177732388,2.1620227381880115,1.6647161339760106,2.0304264446812925,-0.17730783698362682,1.7138676008556597,0.44481222715542174,1.4247391362081308,-0.31612502437485784,1.2463029378307047,0.3608555039734884,0.9840494653182545,-0.24061282836343534,0.8231254090925264,0.06759891114677942,0.7583266699963951,-0.1818616289849538,0.6981923067554073,0.41218643069838595,9.83124445882467,10.677823904551518,3.1359999999999957,0.5270186666666693,0.23149251057379075,0.0
call_099dffdf8486,synthetic,train,6.090351954275683,4.2764966835739475,1.3094825410634048,2.651804189707105,3.8496346856891046,1.6760540906422778,1.5859443231943149,1.8432121533237984,1.4527551199834075,1.5860714151417685,1.5242169949334317,1.5251776829489279,1.1570743178160154,1.3567667894610622,0.26810229829128074,1.2086415295808548,0.7845846598722993,1.057123537396237,0.20566924401554665,0.8952244524573243,0.21915774133078264,0.7339960654943736,0.08310470513271381,0.6479055740758253,0.2082224657631333,15.10443502844845,393.5580191469534,1.6000000000000014,1.1665814214876078,0.675052492602313,27.27272727272727
call_0a9c546208d1,human,train,4.035935502523769,4.304283707253858,1.7961373669605265,3.4953026145341024,2.198081331602873,2.689250836222527,1.584744652896207,2.0272626706053107,2.4818526752496544,1.726048683898909,1.2910541774957862,1.4954050508741557,0.5301860187576599,1.2295066751414647,0.5802251102799608,1.0644466122751406,0.6487440084454821,0.8685878419669829,0.19352888890090925,0.7120701612255446,-0.05004239197952878,0.6409228972450839,0.04203622301626866,0.5765286805397077,0.28474039459480116,13.010621963691854,293.24012117736413,1.1519999999999975,0.661712979591836,0.7061262355408019,14.285714285714285
call_0ab7d2a0c0f5,human,train,6.31523569328277,4.425348302328758,0.9380415397498916,3.1410809513243785,2.7800076611837534,2.4651335826348615,1.8181954856399214,2.115920783793041,1.014052529604749,1.7464167823248125,1.000746035617507,1.68306136274947,1.0788625676830177,1.2804814524562707,0.4712140626787692,1.1104660094883052,0.2163791807847839,0.8908283173271854,0.31686072245182967,0.7548054689103116,0.08363573104934513,0.6518257596085472,-0.10897608402039166,0.5946435215869991,0.28680116493668356,15.555993174508188,345.7369698554567,1.1839999999999975,0.9681066666666651,0.8310169901310904,33.33333333333333
call_0cf2f4a71328,synthetic,val,6.435255295568025,4.435533650156163,2.9902173264866194,2.995208661455316,2.900252502285531,3.078974630021564,0.6580351863985119,1.7046879098023702,2.2371171543493675,1.636277818252616,-0.19474057061859565,1.6804536940997448,0.5741038215436458,1.252845645223315,-0.18568980041807998,1.0531997867555376,0.16394826532151352,0.8748232067483178,-0.22471646387857291,0.7232037882707597,-0.12079052534505502,0.6825596822133009,-0.2627683839546193,0.6188399085439572,0.4127616124434385,15.97541615935905,24.890865238530093,2.304000000000002,1.152682666666664,0.46598550375728776,0.0
call_0e101713ee94,synthetic,train,6.004422301657861,4.444639788239826,3.5631021038445896,2.936560642103391,2.2274138542744697,2.414372193213417,1.2841417799059025,1.8287750582911124,0.9041247847260065,1.7155923490379392,0.01704791744526868,1.5812099022209865,0.22543621243039724,1.3347380964166693,-0.13531844771848422,1.1507412673924258,0.4921939184977868,0.9141149705690189,0.018890939730277147,0.7965564279671471,0.26079524630420514,0.7094245888485645,-0.10943532168886339,0.6331106103119424,0.30625639354896056,17.218599515758974,189.5359680001551,1.6319999999999935,0.863886222222225,0.5695188715532825,8.333333333333332
call_0e1e2f29bfdc,human,val,4.785575721998901,4.360118853095713,4.132624997402258,3.0878031942600477,4.9100027483351285,2.9052885955686065,1.6367204955388335,1.9201099771857173,1.6638052515774673,1.7124709147222472,-0.2349124052554955,1.4512417448845183,0.2675004307729848,1.2405779248638915,-0.42994546621534746,1.1270257513572026,0.19228701666330805,0.9044820478434779,-0.0239572423859445,0.7830432526278057,0.01272879920506298,0.6873880850004942,-0.24356368709651877,0.6966427388312791,0.3999037079072464,11.70490011675075,17.358241198889754,0.1280000000000001,0.9011877024793399,7.416477076847532,54.54545454545454
call_10aa0d1d33f0,human,val,6.6269163996712805,4.134140737281744,3.3609411102068907,2.453246379818591,2.3883193321004335,2.2168915530006967,1.9742225019694382,1.6525605692072534,1.7480269602766645,1.511038101117745,0.08178564398183558,1.4695307222034686,0.9058927021374713,1.082659232160392,0.3134460059774563,0.9503850058816731,0.504675446891385,0.869194200719158,-0.1631216585667697,0.7638247010705196,-0.02521533114557034,0.6688108699963161,-0.0015042334374482935,0.5815838264765171,0.2544819473364342,18.395414275287806,356.3762058089544,0.7680000000000007,2.807626224852079,2.181767283938031,46.15384615384615
call_10ceaf16fbbf,synthetic,train,5.7242478270686945,3.8344166010078955,0.945152523144625,2.349554715086347,3.363391121768311,1.8067115917505137,0.5462630041489516,2.3069909378442786,1.8457569676098249,2.146724954729583,0.8595555780941733,1.6491665340179094,0.08033717856214012,1.4474365016174524,0.3704522349683428,1.2812913790179168,0.3030736591747326,0.9957306629104379,-0.19017599126066997,0.7602543371627651,-0.018566913293278864,0.677615745625487,-0.1545441217958321,0.5991478427994285,0.2552982611080881,14.07052753919858,89.0954234242744,3.3600000000000065,0.117760000000002,0.10213147899774931,0.0
call_11d3230256a1,human,train,7.186027679854835,4.667059266282299,-1.355359852404543,3.337991774918769,2.509032811537113,2.5715821671962455,1.5303348301364617,2.0764793444909024,1.208290880231909,1.578421900768432,1.6349049549479977,1.818479267373346,0.31408546933843484,1.3832465519917054,0.539663936445357,1.1400983463477912,0.677373789895244,0.9587041652035754,-0.07655779510177292,0.8275329458825889,-0.1150295877910768,0.7601911621922408,0.1936899210014304,0.6554047860000355,0.26893836214982664,15.622574363232403,47.0261261153197,0.8320000000000043,5.364736000000007,2.7838821814149983,37.5
call_120d6007bcc1,synthetic,val,4.464452704158146,4.8764298176982654,0.4827278503463727,3.3521861544195093,3.322723291642906,2.7439181504362047,0.32940954927540533,2.2089436907218807,1.587195545347916,2.0411753885939468,0.6458446619260259,1.644147131254203,0.3417347246229123,1.56112339297655,0.2964109968830246,1.4841998990929166,0.3434732644309979,1.0950632994853156,-0.11976818399501735,0.8478706238417162,0.10219127442273396,0.7305271284322776,-0.1331088783526197,0.6645732469452545,0.22573346999890964,11.76170636303619,56.90053879327047,1.4399999999999968,2.0735715555555525,0.9999931412659179,33.33333333333333
call_1612f093f8b5,human,train,8.802559616432386,4.194946694812622,2.3230436783179713,3.6416657364565563,0.46040765451879506,2.816857136252973,0.9687610524840738,1.9764201355139146,0.32189517543334656,1.6580085185035771,-0.1424693364657622,1.4326216937365108,0.0874386747662608,1.122471171862259,0.2508512480504299,1.0335688607706486,0.10136697395165836,0.879157847552648,0.026934246402237072,0.7879498812302992,0.14184706874425387,0.6962543219187775,0.16505323309519185,0.6456924218920405,0.22548342366979757,16.044314219108188,49.97189776912925,-2.3039999999999985,0.7692515555555591,,100.0
call_16581bcbc272,human,train,8.54728086146294,4.185058401688099,3.4157525339258683,3.6776429996764217,0.1969845806598676,2.740951935834962,1.035140818506701,2.0713047135852127,0.597214097865193,1.7498915609048733,-0.14028980944836134,1.9729368128472107,0.7333483599898671,1.2210926044535175,0.010314442889130082,1.0384242579002274,0.2097484008066165,0.885296393573342,-0.0962029316154459,0.8050836634813037,0.06448238225929886,0.7557128439827214,-0.20542487945202248,0.6909133244735233,0.39157490616306406,19.537848209916994,110.95920756721532,0.19199999999999307,1.679699313609471,6.750167407279754,53.84615384615385
call_1761edbd6952,human,train,8.822241388120542,5.088222462644917,5.465715511071704,3.6644038241397623,1.982625670716141,3.0384743593483217,1.140594425565716,2.116216211088595,0.704275319108167,1.8011398141911739,-0.33275980936510996,1.5655546698921725,-0.3304235540598381,1.2389965099664704,-0.11868911942761803,0.9857323370239264,0.11635855695788702,0.8889577569742991,-0.07808316970007603,0.7785447898768802,0.008136113381303683,0.7432067818293645,-0.0966954539539494,0.6769731223568218,0.32955776945158005,20.646665475733414,120.84927101493247,-1.8560000000000016,7.594147555555549,,87.5
call_181a5049ecae,synthetic,val,5.55143896264903,4.295638561113653,2.4939884746568706,2.9919187556102926,3.473363595054961,3.198972742199785,1.0452192883078428,2.1879722910537827,2.1260561339206845,1.96830301733908,-0.058864410034956974,1.8851132153067969,0.5219413950978842,1.470375657007812,-0.19081802872976095,1.2590811232222296,0.08252523963281466,0.990017852256655,-0.36600258702858285,0.8148648006923724,-0.1391848418468579,0.6961297134165804,-0.29197792676910506,0.6798828668235949,0.39690270703832814,15.017528514272378,25.161959517353736,2.6240000000000236,9.406514776859513,1.168827820994343,36.36363636363637
call_185e958a253b,human,val,8.984885951810654,4.929226291708669,1.6046553053645014,3.227439518467881,1.8229977088711113,2.6076786665176273,0.48436399904073923,1.7963995678129938,1.158586585319683,1.6126000354801018,-0.20371824171910793,1.486974613699327,0.5730817841652238,1.3116883688029344,0.0837063898049191,0.9937967606063106,0.401276651034686,0.8386334244134249,-0.05180540787039327,0.7715766567621114,0.033535456013533846,0.7131047122515466,-0.1277175164717252,0.6594626097119294,0.39287500029500677,18.02274723306912,53.08835636875442,-0.4479999999999986,2.4178033609467464,,53.84615384615385
call_186e9d6ee732,synthetic,train,10.66812577077313,2.715570126099031,0.45048275539069776,1.4330664766664494,0.40671995319795534,1.546603755306047,-0.10820124485217042,1.0355623537283165,0.21025462965893155,1.247415397463176,-0.24031683862144143,0.9836584043687249,0.1513930816195756,0.8929946858889555,0.08508853169826762,0.7297618996996886,0.23995696879992334,0.6602661458581222,0.049924879803589436,0.5889355202871653,0.11378781816215011,0.5612906149924721,0.05158897470419099,0.5221051767886996,0.17782480714362972,12.970515501672203,224.3386158962674,-1.664,0.0,,100.0
call_189410107163,synthetic,train,7.857093349258618,2.8664638876285733,0.6718930262149005,2.3901840039585767,2.1878797477345127,1.9989155343574938,0.984224533128458,1.7987210860232423,1.3187599078667671,1.550953199587056,0.403979946063277,1.594885895023324,-0.16786762849628284,1.3002794055250744,-0.3107170713065699,1.1775831844974398,0.07369837666861613,0.9948819927651953,-0.2849880340462258,0.8319173868389559,-0.08316123022626465,0.7584432189028089,-0.18124670912727292,0.687574749781437,0.264616809893476,17.736918871836913,79.92513127849722,-2.240000000000009,48.73420799999997,,71.42857142857143
call_18bd3c505fd5,synthetic,train,6.2276006916160105,3.817349049767546,0.17096944513440449,3.412092159528974,3.185150425704092,2.7898727943071435,-0.005302462186648815,2.0514996517614144,1.5805005204123288,1.7171416303128815,0.37056081733320445,1.468237035696429,0.23849828835857753,1.2965838128514773,0.21432979577337333,1.1785879014534248,0.20925886024124182,0.9044032453386439,-0.04809215185249381,0.812483671678416,0.08967030180071855,0.6993349989693215,-0.1542414735520587,0.5951874195475299,0.247210904645936,15.141932682091081,90.60387613003181,2.080000000000002,4.377968639999989,1.0059421089840184,30.0
